listing_id,url,source,date_posted,date_scraped,title_raw,brand,model,trim,year,mileage_km,fuel_type,transmission,fiscal_power_cv,customs_status,condition,owners_count,doors_count,seller_type,city,region,price_mad,photos_count,description_raw
490581,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/490581/kia-seltos.html,moteur,2026-09-08,2026-09-08 06:54:38,Kia Seltos 2023 Automatique Tt Options,Kia,Seltos,,2023.0,103000.0,Diesel,Automatique,,,,,,Particulier,Marrakech,,,1.0,"🚙 Kia Seltos 2023 Automatique 
🔹 Motorisation : Diesel
🔹 Boîte de vitesses : Automatique
🔹 Finit..."
657687,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657687/bmw-serie-1.html,moteur,2026-09-08,2026-09-08 06:54:38,BMW Serie 1 Automatique,Bmw,Serie 1,,2011.0,220000.0,Diesel,Automatique,,,,,,Particulier,Casablanca,,145000.0,1.0,"je met en vente ma voiture serie 1 bmw 
2L automatique tout options 0 default jamais accident avec v..."
657686,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657686/dacia-logan.html,moteur,2026-09-08,2026-09-08 06:54:38,Dacia logan Essence Tirebo,Dacia,Logan,,2022.0,120.0,Essence,Manuelle,,,,,,Particulier,Casablanca,,103000.0,1.0,"Je propose à la vente cette Dacia Logan Essence Tirebo de 2022 en très bon état.
- Marque : Dacia
-..."
657684,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657684/volkswagen-tiguan.html,moteur,2026-09-08,2026-09-08 06:54:38,Volkswagen Tiguan Diesel Manuelle 2019 à Safi,Volkswagen,Tiguan,,2019.0,227000.0,Diesel,Manuelle,,,,,,Particulier,Safi,,225000.0,1.0,Tiguan modèle 2019 kilométrage 227000 manuel diesel tout option
494572,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/494572/mercedes-benz-220.html,moteur,2026-09-08,2026-09-08 06:54:38,Mercedes-Benz 220 Diesel Automatique 2022,Mercedes,Benz 220,,2022.0,97000.0,Diesel,Automatique,,,,,,Particulier,Casablanca,,,1.0,"Mercedes classe C220 Modele 2022
97 000km"
657685,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657685/mercedes-benz-classe-a.html,moteur,2026-09-08,2026-09-08 06:54:38,class a 200 pack amg,Mercedes,Benz classe a,,2019.0,96000.0,Diesel,Automatique,,,,,,Particulier,Tanger,,320000.0,1.0,"Je mets en vente une Mercedes-Benz Classe A 200 Pack AMG de 2019.
- Modèle : Classe A
- Année-Modèle..."
657683,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657683/mercedes-benz-classe-e.html,moteur,2026-09-08,2026-09-08 06:54:38,classe E 220 diesel automatique cabriolet,Mercedes,Benz classe e,,2012.0,160000.0,Diesel,Automatique,,,,,,Particulier,Autre,,100000.0,1.0,Particulier 1ere main sur commande avc son carnet d&#039;entretien suivi à la maison kilométrage réel cer...
657680,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657680/mercedes-benz-classe-clk.html,moteur,2026-09-08,2026-09-08 06:54:38,classe clk 200 essence automatique cabriolet,Mercedes,Benz classe clk,,2009.0,160000.0,Essence,Automatique,,,,,,Particulier,Safi,,45000.0,1.0,Particulier 1ere main sur commande avc son carnet d&#039;entretien suivi à la maison kilométrage réel cer...
657681,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657681/opel-mokka.html,moteur,2026-09-08,2026-09-08 06:54:38,Opel Mokka GS-Line Diesel Manuelle 2022 à Rabat,Opel,Mokka,,2022.0,82000.0,Diesel,Manuelle,,,,,,Particulier,Rabat,,218000.0,1.0,A vendre Opel Mokka GS Line Diesel 1.5l turbo Manuelle de 2022 en excellent état. Jamais accidenté....
657678,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657678/volkswagen-golf-8.html,moteur,2026-09-08,2026-09-08 06:54:38,VOLGSWAGEN GOLF 8 GTD,Volkswagen,Golf 8,,2021.0,120000.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"Un exemplaire spectaculaire de VW Golf 8 GTD (modèle 2022) ‼️ 
- Elle arbore la superbe teinte noire..."
657677,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657677/peugeot-406.html,moteur,2026-09-08,2026-09-08 06:54:38,اربعاء العونات,Peugeot,406,,2004.0,0.0,Essence,Manuelle,,,,,,Particulier,Autre,,35000.0,1.0,"سيارة بيجو 406 موديل 2004 بحالة جيدة للبيع.
- نظام الملاحة GPS
- رادار خلفي
- نوافذ كهربائية
- نظام..."
657679,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657679/soueast-s07.html,moteur,2026-09-08,2026-09-08 06:54:38,Soueast S07,Soueast,S07,,2026.0,7000.0,Essence,Automatique,,,,,,Particulier,Rabat,,260000.0,1.0,"للبيع سيارة سوإيست إس 07 موديل 2026 بحالة ممتازة.
- محرك بنزين، ناقل حركة أوتوماتيك.
- 9 خيول جبائية..."
657676,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657676/dacia-logan.html,moteur,2026-09-08,2026-09-08 06:54:38,Dacia Logan Diesel Manuelle 2025 à Tétouan,Dacia,Logan,,2025.0,62000.0,Diesel,Manuelle,,,,,,Particulier,Tetouan,,158000.0,1.0,"Je vends une Dacia Logan Diesel Manuelle de 2025 en très bon état, avec seulement 62000 km.
- Marque..."
654725,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/654725/skoda-kodiaq.html,moteur,2026-09-08,2026-09-08 06:54:38,Skoda Kodiaq Diesel Automatique 2020 à El Jadida,Skoda,Kodiaq,,2020.0,90000.0,Diesel,Automatique,,,,,,Particulier,El,,290000.0,1.0,"Je mets en vente une Skoda Kodiaq de 2020 en excellent état.
- Kilométrage : 90 000 km
- Carburant :..."
495755,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/495755/land-rover-range-rover-sport.html,moteur,2026-09-08,2026-09-08 06:54:38,Range Rover Sport 2026,Land,Rover range rover sport,,2026.0,12000.0,Hybride,Automatique,,,,,,Particulier,Casablanca,,1690000.0,1.0,"Range Rover Sport 04/2026
12.000km 
full full Options 
importer neuve 

jantes Carbon,…"
657673,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657673/chevrolet-optra.html,moteur,2026-09-08,2026-09-08 06:54:38,Chevrolet Optra Essence Manuelle 2005 à Kénitra,Chevrolet,Optra,,2005.0,1000.0,Essence,Manuelle,,,,,,Particulier,Kenitra,,300000.0,1.0,"À vendre Chevrolet Optra en très bon état, origine WW au Maroc.
- Marque : Chevrolet
- Modèle : Optr..."
657674,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657674/audi-a3-sportback.html,moteur,2026-09-08,2026-09-08 06:54:38,Audi A3 Sportback Diesel Automatique 2023 à Agadir,Audi,A3 sportback,,2023.0,160000.0,Diesel,Automatique,,,,,,Particulier,Agadir,,345000.0,1.0,"🚗 للبيع Audi A3 S line – موديل 2023
🤍 اللون: أبيض
📅 السنة: 2023
🛣️ الكيلومترات: 160,000 كم
✨ S l..."
657670,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657670/audi-a3-sportback.html,moteur,2026-09-08,2026-09-08 06:54:38,Audi A3 Sportback Diesel Automatique 2023 à Agadir,Audi,A3 sportback,,2023.0,160000.0,Diesel,Automatique,,,,,,Particulier,Agadir,,345000.0,1.0,"🚗 للبيع Audi A3 S line – موديل 2023
🤍 اللون: أبيض
📅 السنة: 2023
🛣️ الكيلومترات: 160,000 كم
✨ S l..."
657671,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657671/toyota-prado.html,moteur,2026-09-08,2026-09-08 06:54:38,toyota prado vx n9ya,Toyota,Prado,,2003.0,360000.0,Diesel,Manuelle,,,,,,Particulier,Laayoune,,135000.0,1.0,toyota prado vx n9ya midel 2003
657672,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657672/hyundai-ix35.html,moteur,2026-09-08,2026-09-08 06:54:38,hyndai ix35,Hyundai,Ix35,,2014.0,219000.0,Diesel,Manuelle,,,,,,Particulier,Casablanca,,155000.0,1.0,hyndai ix35 n9ia li bghaha marhba
657669,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657669/cupra-formentor.html,moteur,2026-09-08,2026-09-08 06:54:39,cupra formentor,Cupra,Formentor,,2023.0,72500.0,Diesel,Automatique,,,,,,Particulier,Kelaa,,430000.0,1.0,"Je propose à la vente une Cupra Formentor de 2023 en excellent état.
- Marque : Cupra
- Modèle : For..."
649613,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/649613/volkswagen-golf-7.html,moteur,2026-09-08,2026-09-08 06:54:39,Volkswagen Golf 7.5 GTD – 2017 – Importée Neuve,Volkswagen,Golf 7,,2017.0,153000.0,Diesel,Automatique,,,,,,Particulier,Marrakech,,,1.0,"Je mets en vente ma Golf 7.5 GTD 2.0 TDI 184 ch DSG, importée neuve, en excellent état général, touj..."
657667,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657667/peugeot-307.html,moteur,2026-09-08,2026-09-08 06:54:39,بيجو 307 للبيع 2001,Peugeot,307,,2001.0,396500.0,Diesel,Manuelle,,,,,,Particulier,Kenitra,,60000.0,1.0,"أعرض للبيع سيارة بيجو 307 موديل 2001 بحالة جيدة.
- عجلات ألمنيوم
- وسائد هوائية
- تكييف
- رادار خلفي..."
657668,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657668/audi-q8.html,moteur,2026-09-08,2026-09-08 06:54:39,audi q8 sline facelift,Audi,Q8,,2025.0,50000.0,Diesel,Automatique,,,,,,Particulier,El,,,1.0,"Je mets en vente une Audi Q8 Sline Facelift en excellent état.
- Marque : Audi
- Modèle : Q8
- Année..."
624743,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/624743/mercedes-benz-classe-c.html,moteur,2026-09-08,2026-09-08 06:54:39,Mercedes-Benz Classe C Automatique 2026,Mercedes,Benz classe c,,2026.0,5000.0,Hybride,Automatique,,,,,,Particulier,Casablanca,,,1.0,"À vendre Mercedes-Benz Classe CAutomatique de 2026, état neuf
- Kilométrage : 5000 Km
- Puissance fi..."
504050,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/504050/skoda-kodiaq.html,moteur,2026-09-08,2026-09-08 06:54:39,Skoda Kodiaq Diesel  7places à Casablanca,Skoda,Kodiaq,,2019.0,135000.0,Diesel,Automatique,,,,,,Particulier,Casablanca,,243000.0,1.0,"Je mets en vente ma voiture skoda kodiaq modèle 2019 , voiture économique en excellent état,  2,0L T..."
485477,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/485477/bentley-bentayga.html,moteur,2026-09-08,2026-09-08 06:54:39,Bentley Bentayga Hybrid neuf,Bentley,Bentayga,,2026.0,0.0,Hybride,Automatique,,,,,,Particulier,Oujda,,,1.0,"Bentley Bentayga Hybrid neuf 0 km configuration tres haut de gamme

Bentley Bentayga Hybrid
Vehicule..."
657665,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657665/fiat-uno.html,moteur,2026-09-08,2026-09-08 06:54:39,Fiat uno   esanc,Fiat,Uno,,1996.0,200.0,Essence,Manuelle,,,,,,Particulier,Tetouan,,19000.0,1.0,"أعرض للبيع سيارة فيات أونو موديل 1996 بحالة جيدة.
- الماركة: فيات
- الموديل: أونو
- سنة الصنع: 1996..."
657666,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657666/suzuki-celerio.html,moteur,2026-09-08,2026-09-08 06:54:39,SUZUKI CLIMA ECONOMIE 2013,Suzuki,Celerio,,2013.0,200000.0,Essence,Manuelle,,,,,,Particulier,Marrakech,,49000.0,1.0,"Suzuki Celerio de 2013 en très bon état et origine WW Maroc.
- Climatisation
- Système de navigation..."
481987,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/481987/audi-q3.html,moteur,2026-09-08,2026-09-08 06:54:39,Audi Q3 Sportback 2027 TDI 200ch S Line Full,Audi,Q3,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"AUDI Q3 SPORTBACK TDI QUATTRO S TRONIC –  **** 

Véhicule neuf – Configuration exceptionnelle

• Mot..."
469560,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/469560/mercedes-benz-classe-g.html,moteur,2026-09-08,2026-09-08 06:54:39,G63 Facelift,Mercedes,Benz classe g,,2026.0,0.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"G63 Facelift 
Neuf  0 kilomètres 

Import neuf 
Ce véhicule a été importé d’Allemagne

Disponible  d..."
632810,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/632810/audi-q3.html,moteur,2026-09-08,2026-09-08 06:54:39,Audi Q3 40 tdi FULL OPTION,Audi,Q3,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Rabat,,,1.0,"Je propose à la vente une Audi Q3 40 tdi neuve et full option.
- Kilométrage : 0 km
- Année-Modèle :..."
490296,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/490296/lamborghini-autre.html,moteur,2026-09-08,2026-09-08 06:54:39,Urus se 2026,Lamborghini,Autre,,2026.0,150.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"Lamborghini Urus SE – Nero Black x Intérieur Cuir Noir / Rouge
🇮🇹 2025 • 0 km • Hybride Rechargeable..."
656621,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/656621/audi-rs-3.html,moteur,2026-09-08,2026-09-08 06:54:39,Audi rs3 2024,Audi,Rs 3,,2024.0,74000.0,Essence,Automatique,,,,,,Particulier,Rabat,,620000.0,1.0,"possibilité de crédit ou reprise .
Je propose à la vente une Audi RS3 de 2024, un véhicule neuf et i..."
657663,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657663/volkswagen-golf-4.html,moteur,2026-09-08,2026-09-08 06:54:39,golf 4 model 2010,Volkswagen,Golf 4,,2010.0,255000.0,Diesel,Manuelle,,,,,,Particulier,Khenifra,,88000.0,1.0,"أعرض للبيع سيارة فولكس فاجن غولف 4 موديل 2010 بحالة جيدة جدا.
- الماركة: فولكس فاجن
- الموديل: غولف..."
489845,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/489845/mercedes-benz-classe-a.html,moteur,2026-09-08,2026-09-08 06:54:39,A220d AMG Line Premium Plus,Mercedes,Benz classe a,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,710000.0,1.0,"Mercedes Classe A 220 d AMG Line Premium Plus
🇩🇪 2026 0 km Origine Allemagne

Berline compacte ultra..."
657664,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657664/jeep-compass.html,moteur,2026-09-08,2026-09-08 06:54:39,Jeep Compass,Jeep,Compass,,2008.0,300.0,Diesel,Manuelle,,,,,,Particulier,Agadir,,80000.0,1.0,Jeep compass n9iya bzaf kolchi fiha dorijin motor golf 5 2L dariba 1500 dh kolchi khals libghaha mar...
490299,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/490299/lamborghini-autre.html,moteur,2026-09-08,2026-09-08 06:54:39,Lamborghini urus Se 2026,Lamborghini,Autre,,2026.0,150.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"Lamborghini Urus SE Nero Satin intérieur Alcantara noir surpiqûres jaunes

2026 0 km Hybride recharg..."
489017,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/489017/lamborghini-autre.html,moteur,2026-09-08,2026-09-08 06:54:39,Urus se import neuf,Lamborghini,Autre,,2026.0,0.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"Lamborghini Urus SE – Gris Matt finition Interieur noir avec inserts jaune
🇮🇹 2026 • 0 km • Hybrid..."
469605,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/469605/mercedes-benz-classe-glc.html,moteur,2026-09-08,2026-09-08 06:54:39,GLC 300 de diesel hybride très bonne occasion,Mercedes,Benz classe glc,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"Glc 300 de
Diesel et hybride 
Très bonne occasion 
2800 kilomètres 
Année : 01/2025

1er main 

Impo..."
657658,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657658/dacia-duster.html,moteur,2026-09-08,2026-09-08 06:54:39,كميرة 360 قدام او لور  مرايات راطابل,Dacia,Duster,,2021.0,84000.0,Diesel,Automatique,,,,,,Particulier,Tanger,,197000.0,1.0,"سيارة داسيا داستر موديل 2021 بحالة ممتازة للبيع.
- نوع الوقود: ديزل
- ناقل الحركة: أوتوماتيك
- القوة..."
622120,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/622120/ford-focus.html,moteur,2026-09-08,2026-09-08 06:54:39,ford focus 2022 conected plus automatique,Ford,Focus,,2022.0,165000.0,Diesel,Automatique,,,,,,Particulier,Kenitra,,169000.0,1.0,"( la voiture ba9a f credite )
Ford Focus Connectée Plus automatique de 2022, en état neuf
peinture o..."
634219,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/634219/fiat-500l.html,moteur,2026-09-08,2026-09-08 06:54:39,fiat 500l,Fiat,500l,,2016.0,200000.0,Diesel,Manuelle,,,,,,Particulier,Tiflet,,103000.0,1.0,fiat 500l
657661,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657661/peugeot-206.html,moteur,2026-09-08,2026-09-08 06:54:39,Peugeot 206 Diesel Manuelle 2002 à Mohammedia,Peugeot,206,,2002.0,400000.0,Diesel,Manuelle,,,,,,Particulier,Mohammedia,,52000.0,1.0,"Je vends une Peugeot 206 Diesel de 2002 en très bon état.
- Marque : Peugeot
- Modèle : 206
- Année-..."
657660,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657660/dacia-logan.html,moteur,2026-09-08,2026-09-08 06:54:39,Dacia Logan 2022,Dacia,Logan,,2022.0,120000.0,Diesel,Manuelle,,,,,,Particulier,Agadir,,145000.0,1.0,"Dacia Logan 
sabara dorigine"
657662,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657662/volkswagen-t-roc.html,moteur,2026-09-08,2026-09-08 06:54:39,ديوانة. 2024 الخيل 200 ايرلين حورة,Volkswagen,T roc,,2023.0,87000.0,Diesel,Automatique,,,,,,Particulier,Tanger,,360000.0,1.0,"أعرض للبيع فولكس فاجن تي-روك موديل 2023 بحالة ممتازة.
- مستوردة جديدة (ديوانة)
- محرك ديزل بقوة 8 خي..."
476455,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/476455/lamborghini-autre.html,moteur,2026-09-08,2026-09-08 06:54:39,Lamborghini Urus SE – Nero Nemesis,Lamborghini,Autre,,2026.0,0.0,Hybride,Automatique,,,,,,Particulier,Oujda,,,1.0,"🚨 NOUVEL ARRIVAGE – DISPONIBLE IMMÉDIATEMENT 🚨

Lamborghini Urus SE – Nero Nemesis x Verde Scandal..."
485097,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/485097/porsche-911.html,moteur,2026-09-08,2026-09-08 06:54:39,Porsche 911 Carrera 2026 Import Allemagne,Porsche,911,,2026.0,0.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"Porsche 911 Carrera 2026 – Neuve 0 km – Import Allemagne

Origine Allemagne
Véhicule neuf 0 km
Confi..."
657651,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657651/audi-a5.html,moteur,2026-09-08,2026-09-08 06:54:39,Audi A5 Diesel Automatique 2023 à Marrakech,Audi,A5,,2023.0,80000.0,Diesel,Automatique,,,,,,Particulier,Marrakech,,,1.0,Pour plus d&#039;information veuillez me contactez merci .
657655,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657655/kia-sportage.html,moteur,2026-09-08,2026-09-08 06:54:39,voiture d&#039;occasion tt opts.bien entretenue,Kia,Sportage,,2021.0,61000.0,Diesel,Manuelle,,,,,,Particulier,Marrakech,,210000.0,1.0,"À vendre : Kia Sportage de 2021 en très bon état, première main et origine WW Maroc.

- Motorisation..."
469548,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/469548/mercedes-benz-classe-e.html,moteur,2026-09-08,2026-09-08 06:54:40,Mercedes-Benz E 300 de 4MATIC – Neuve 0,Mercedes,Benz classe e,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"Mercedes-Benz E 300 de 4MATIC – Neuve 0 km – Import Allemagne

Origine Allemagne
Véhicule neuf 0 km..."
477477,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/477477/mercedes-benz-classe-c.html,moteur,2026-09-08,2026-09-08 06:54:40,CLe 220d cabriolet,Mercedes,Benz classe c,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"cle 220d Cabriolet 

 **** 

disponible 

full options 

Reprise possible

Immatriculation Rabat

fi..."
657656,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/657656/citroen-c3.html,moteur,2026-09-08,2026-09-08 06:54:40,Citroën avender,Citroen,C3,,2018.0,157000.0,Diesel,Manuelle,,,,,,Particulier,El,,98000.0,1.0,"À vendre Citroën C3 de 2018 en très bon état.
- Marque : Citroën
- Modèle : C3
- Année-Modèle : 2018..."
469604,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/469604/mercedes-benz-classe-glc.html,moteur,2026-09-07,2026-09-08 06:54:40,GLC 300 de HYBRIDE DIESEL,Mercedes,Benz classe glc,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"GLC 300 de 
Diesel et hybride 

Import neuf
Immatriculation rabat
Jamais immatriculé
Plusieurs confi..."
460114,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/460114/hyundai-santa-fe.html,moteur,2026-09-07,2026-09-08 06:54:40,Hyondai-santa fe,Hyundai,Santa fe,,2008.0,260000.0,Diesel,Manuelle,,,,,,Particulier,Nador,,109000.0,1.0,salam 2008 de 2018
477830,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/477830/bentley-continental.html,moteur,2026-09-07,2026-09-08 06:54:40,continental GT SPEED   CONTINENTAL GT SPEED,Bentley,Continental,,2026.0,0.0,Essence,Automatique,,,,,,Particulier,Oujda,,,1.0,"NouvelArrivage

Bentley Continental GT V8 SPEED – First Edition Hybrid

 contraste saisissant avec l..."
475838,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/475838/audi-q8.html,moteur,2026-09-07,2026-09-08 06:54:40,Q8 50 TDI Nardo grey import neuf,Audi,Q8,,2026.0,0.0,Diesel,Automatique,,,,,,Particulier,Oujda,,,1.0,"Motorisation &amp; Performances
• V6 3.0 TDI – 286ch / 600Nm
• Transmission intégrale quattro boîte Tipt..."
